COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
SOIL 4510,A01 (10815),Soil and Water Management (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Hailong He
SOIL 4510,A01 (10815),Soil and Water Management (3),M,"Sep 03 - Dec 08, 14:30-17:25 (W)",Hailong He
SOIL 4520,K01 (10816),Soil Fertility (3),M,"Sep 03 - Dec 08, 14:30-17:25 (R)",Mathieu Proulx
SOIL 4520,K01 (10816),Soil Fertility (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Mathieu Proulx
SOIL 7220,A01 (24822),Principles of Scientific Research and Communication (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Alistair Brown
SOIL 7250,T02 (24712),Non-traditional Quantitative Techniques in Soil Science Research (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Francis Zvomuya
SOIL 7310,A01 (26409),Soil Health for Sustainable Ecosystems (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Mario Tenuta
SOIL 7320,A01 (26410),Advances in Landscape Processes (3),M,"Sep 03 - Dec 08, 12:00-14:30 (M)",David Lobb
EDUB 1790,A01 (26141),Introduction to Education: What does it mean to Teach? (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Jennifer Watt
EDUB 3010,A12 (17100),Classroom Community and Early Years Literacy (3),M,"Oct 20 - Oct 22, 10:30-12:20 (MW)",Gregory Bryan
EDUB 3010,A12 (17100),Classroom Community and Early Years Literacy (3),M,"Sep 10 - Oct 17, 10:30-12:20 (WF)",Gregory Bryan
EDUB 3010,A11 (12858),Classroom Community and Early Years Literacy (3),M,"Oct 29 - Nov 07, 13:30-15:20 (WF)",Gregory Bryan
EDUB 3010,A11 (12858),Classroom Community and Early Years Literacy (3),M,"Oct 20 - Oct 22, 13:30-15:20 (MW)",Gregory Bryan
EDUB 3010,A11 (12858),Classroom Community and Early Years Literacy (3),M,"Sep 10 - Oct 17, 13:30-15:20 (WF)",Gregory Bryan
EDUB 3010,A12 (17100),Classroom Community and Early Years Literacy (3),M,"Oct 29 - Nov 07, 10:30-12:20 (WF)",Gregory Bryan
EDUB 3012,A12 (23391),Early Years Mathematics and Quantitative Reasoning for All Learners (3),M,"Sep 29 - Sep 29, 13:30-15:20 (M)",Neil Dempsey
EDUB 3012,A11 (12859),Early Years Mathematics and Quantitative Reasoning for All Learners (3),M,"Sep 29 - Sep 29, 10:30-12:20 (M)",Sarah Melo
EDUB 3012,A11 (12859),Early Years Mathematics and Quantitative Reasoning for All Learners (3),M,"Sep 09 - Nov 06, 10:30-12:20 (TR)",Sarah Melo
EDUB 3012,A12 (23391),Early Years Mathematics and Quantitative Reasoning for All Learners (3),M,"Sep 09 - Nov 06, 13:30-15:20 (TR)",Neil Dempsey
EDUB 3018,A12 (25040),Multi-Language Development in Early Years (3),M,"Sep 10 - Oct 17, 08:30-10:20 (WF)",Yi Li
EDUB 3018,A11 (25038),Multi-Language Development in Early Years (3),M,"Oct 20 - Oct 22, 10:30-12:20 (MW)",Yi Li
EDUB 3018,A11 (25038),Multi-Language Development in Early Years (3),M,"Sep 10 - Oct 17, 10:30-12:20 (WF)",Yi Li
EDUB 3018,A11 (25038),Multi-Language Development in Early Years (3),M,"Oct 29 - Nov 07, 10:30-12:20 (WF)",Yi Li
EDUB 3018,A12 (25040),Multi-Language Development in Early Years (3),M,"Oct 20 - Oct 22, 08:30-10:20 (MW)",Yi Li
EDUB 3018,A12 (25040),Multi-Language Development in Early Years (3),M,"Oct 29 - Nov 07, 08:30-10:20 (WF)",Yi Li
EDUB 3050,A13 (12860),Middle Years Learners and Learning (3),M,"Sep 10 - Oct 17, 13:30-15:20 (WF)",Diana Fecyk-Lamb
EDUB 3050,A13 (12860),Middle Years Learners and Learning (3),M,"Oct 29 - Nov 07, 13:30-15:20 (WF)",Diana Fecyk-Lamb
EDUB 3050,A13 (12860),Middle Years Learners and Learning (3),M,"Oct 20 - Oct 22, 13:30-15:20 (MW)",Diana Fecyk-Lamb
EDUB 3052,A13 (26151),Middle Years:  Teaching for Learning - Developing a Responsive Pedagogy (3),M,"Sep 09 - Nov 06, 13:30-15:20 (TR)",Diana Fecyk-Lamb
EDUB 3052,A13 (26151),Middle Years:  Teaching for Learning - Developing a Responsive Pedagogy (3),M,"Sep 29 - Sep 29, 13:30-15:20 (M)",Diana Fecyk-Lamb
EDUB 3056,A13 (20887),Teaching English Language Arts in Middle Years (3),M,"Sep 29 - Sep 29, 08:30-10:20 (M)",Hannelore Wurmann
EDUB 3056,A13 (20887),Teaching English Language Arts in Middle Years (3),M,"Sep 09 - Nov 06, 08:30-10:20 (TR)",Hannelore Wurmann
EDUB 3062,A23 (14842),Teaching the Arts in Middle Years (3),M,"Oct 29 - Nov 07, 13:30-15:20 (WF)",Bruno De Oliveira Jayme
EDUB 3062,A23 (14842),Teaching the Arts in Middle Years (3),M,"Sep 10 - Oct 17, 13:30-15:20 (WF)",Bruno De Oliveira Jayme
EDUB 3062,A23 (14842),Teaching the Arts in Middle Years (3),M,"Oct 20 - Oct 22, 13:30-15:20 (MW)",Bruno De Oliveira Jayme
EDUB 3064,A23 (14423),Teaching Physical Education/Health Education in Middle Years (3),M,"Oct 29 - Nov 07, 10:30-12:20 (WF)",Kathryn Morog
EDUB 3064,A23 (14423),Teaching Physical Education/Health Education in Middle Years (3),M,"Oct 20 - Oct 22, 10:30-12:20 (MW)",Kathryn Morog
EDUB 3064,A23 (14423),Teaching Physical Education/Health Education in Middle Years (3),M,"Sep 10 - Oct 17, 10:30-12:20 (WF)",Kathryn Morog
EDUB 3100,A18 (26276),Senior Years: Principles and Processes for Teaching (3),M,"Sep 10 - Oct 17, 08:30-10:20 (WF)",Diana Fecyk-Lamb
EDUB 3100,A18 (26276),Senior Years: Principles and Processes for Teaching (3),M,"Oct 20 - Oct 22, 08:30-10:20 (MW)",Diana Fecyk-Lamb
EDUB 3100,A18 (26276),Senior Years: Principles and Processes for Teaching (3),M,"Oct 29 - Nov 07, 08:30-10:20 (WF)",Diana Fecyk-Lamb
EDUB 3100,A17 (14846),Senior Years: Principles and Processes for Teaching (3),M,"Sep 10 - Oct 17, 10:30-12:20 (WF)",Diana Fecyk-Lamb
EDUB 3100,A17 (14846),Senior Years: Principles and Processes for Teaching (3),M,"Oct 20 - Oct 22, 10:30-12:20 (MW)",Diana Fecyk-Lamb
EDUB 3100,A17 (14846),Senior Years: Principles and Processes for Teaching (3),M,"Oct 29 - Nov 07, 10:30-12:20 (WF)",Diana Fecyk-Lamb
EDUB 3100,A16 (12865),Senior Years: Principles and Processes for Teaching (3),M,"Sep 29 - Sep 29, 10:30-12:20 (M)",Diana Fecyk-Lamb
EDUB 3100,A16 (12865),Senior Years: Principles and Processes for Teaching (3),M,"Sep 09 - Nov 06, 10:30-12:20 (TR)",Diana Fecyk-Lamb
EDUB 3100,A15 (12864),Senior Years: Principles and Processes for Teaching (3),M,"Sep 09 - Nov 06, 08:30-10:20 (TR)",Diana Fecyk-Lamb
EDUB 3100,A15 (12864),Senior Years: Principles and Processes for Teaching (3),M,"Sep 29 - Sep 29, 08:30-10:20 (M)",Diana Fecyk-Lamb
EDUB 3310,G36 (13069),Early Years: Practicum 1 (3),M,"Aug 29 - Aug 29, 08:30-16:30 (F)",Jocelyn Peters
EDUB 3310,G36 (13069),Early Years: Practicum 1 (3),M,"Nov 17 - Dec 15, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 3310,G36 (13069),Early Years: Practicum 1 (3),M,"Nov 03 - Nov 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3310,G36 (13069),Early Years: Practicum 1 (3),M,"Oct 06 - Oct 06, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3310,G36 (13069),Early Years: Practicum 1 (3),M,"Sep 08 - Sep 22, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3310,G36 (13069),Early Years: Practicum 1 (3),M,"Oct 24 - Oct 27, 08:30-16:30 (MF)",Jocelyn Peters
EDUB 3310,G36 (13069),Early Years: Practicum 1 (3),M,"Sep 02 - Sep 05, 08:30-16:30 (TWRF)",Jocelyn Peters
EDUB 3320,G36 (13070),Middle Years: Practicum 1 (3),M,"Nov 03 - Nov 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3320,G36 (13070),Middle Years: Practicum 1 (3),M,"Aug 29 - Aug 29, 08:30-16:30 (F)",Jocelyn Peters
EDUB 3320,G36 (13070),Middle Years: Practicum 1 (3),M,"Sep 02 - Sep 05, 08:30-16:30 (TWRF)",Jocelyn Peters
EDUB 3320,G36 (13070),Middle Years: Practicum 1 (3),M,"Oct 06 - Oct 06, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3320,G36 (13070),Middle Years: Practicum 1 (3),M,"Nov 17 - Dec 15, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 3320,G36 (13070),Middle Years: Practicum 1 (3),M,"Oct 24 - Oct 27, 08:30-16:30 (MF)",Jocelyn Peters
EDUB 3320,G36 (13070),Middle Years: Practicum 1 (3),M,"Sep 08 - Sep 22, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3330,G36 (13072),Senior Years: Practicum 1 (3),M,"Oct 24 - Oct 27, 08:30-16:30 (MF)",Jocelyn Peters
EDUB 3330,G36 (13072),Senior Years: Practicum 1 (3),M,"Sep 08 - Sep 22, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3330,G36 (13072),Senior Years: Practicum 1 (3),M,"Nov 17 - Dec 15, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 3330,G36 (13072),Senior Years: Practicum 1 (3),M,"Oct 06 - Oct 06, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3330,G36 (13072),Senior Years: Practicum 1 (3),M,"Nov 03 - Nov 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 3330,G36 (13072),Senior Years: Practicum 1 (3),M,"Aug 29 - Aug 29, 08:30-16:30 (F)",Jocelyn Peters
EDUB 3330,G36 (13072),Senior Years: Practicum 1 (3),M,"Sep 02 - Sep 05, 08:30-16:30 (TWRF)",Jocelyn Peters
EDUB 3406,A40 (21303),Indigenous Perspectives and the Curriculum (3),M,"Sep 29 - Sep 29, 13:30-15:20 (M)",Amy Farrell
EDUB 3406,A40 (21303),Indigenous Perspectives and the Curriculum (3),M,"Sep 09 - Nov 06, 13:30-15:20 (TR)",Amy Farrell
EDUB 3508,A40 (26203),Language and Content Instruction of EAL Students (3),M,"Oct 29 - Nov 07, 08:30-10:20 (WF)",Sreemali Herath
EDUB 3508,A40 (26203),Language and Content Instruction of EAL Students (3),M,"Oct 20 - Oct 22, 08:30-10:20 (MW)",Sreemali Herath
EDUB 3508,A40 (26203),Language and Content Instruction of EAL Students (3),M,"Sep 10 - Oct 17, 08:30-10:20 (WF)",Sreemali Herath
EDUB 3510,A36 (26168),Language Awareness for Teachers (3),OC,Sep 09 - Nov 07,Sreemali Herath
EDUB 3518,A40 (26153),Drama Across the Curriculum (3),M,"Sep 29 - Sep 29, 08:30-10:20 (M)",Graham Lea
EDUB 3518,A40 (26153),Drama Across the Curriculum (3),M,"Sep 09 - Nov 06, 08:30-10:20 (TR)",Graham Lea
EDUB 3528,A40 (26252),Media Literacy (3),M,"Sep 29 - Sep 29, 08:30-10:20 (M)",Aaron Price
EDUB 3528,A40 (26252),Media Literacy (3),M,"Sep 09 - Nov 06, 08:30-10:20 (TR)",Aaron Price
EDUB 4010,A21 (15827),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Sep 12 - Sep 19, 08:30-13:00 (F)",Neil Dempsey
EDUB 4010,A21 (15827),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Oct 31 - Nov 07, 08:30-13:00 (F)",Neil Dempsey
EDUB 4010,A21 (15827),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Sep 26 - Oct 17, 08:30-13:00 (F)",Neil Dempsey
EDUB 4010,A21 (15827),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Sep 10 - Sep 17, 08:30-13:00 (W)",Neil Dempsey
EDUB 4010,A22 (15635),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Sep 11 - Sep 18, 08:30-13:00 (R)",Neil Dempsey
EDUB 4010,A22 (15635),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Sep 25 - Oct 23, 08:30-13:00 (R)",Neil Dempsey
EDUB 4010,A22 (15635),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Oct 28 - Nov 04, 08:30-13:00 (T)",Neil Dempsey
EDUB 4010,A22 (15635),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Sep 09 - Sep 16, 08:30-13:00 (T)",Neil Dempsey
EDUB 4010,A22 (15635),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Oct 07 - Oct 21, 08:30-13:00 (T)",Neil Dempsey
EDUB 4010,A22 (15635),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Sep 23 - Sep 23, 08:30-13:00 (T)",Neil Dempsey
EDUB 4010,A22 (15635),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Sep 29 - Sep 29, 08:30-13:00 (M)",Neil Dempsey
EDUB 4010,A22 (15635),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Oct 30 - Nov 06, 08:30-13:00 (R)",Neil Dempsey
EDUB 4010,A21 (15827),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Oct 29 - Nov 05, 08:30-13:00 (W)",Neil Dempsey
EDUB 4010,A21 (15827),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Sep 24 - Oct 22, 08:30-13:00 (W)",Neil Dempsey
EDUB 4010,A21 (15827),"Pedagogy for Sustainable Well-being: Science, Mathematics and Social Studies (6)",M,"Oct 20 - Oct 20, 08:30-13:00 (M)",Neil Dempsey
EDUB 4012,A21 (15828),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Sep 11 - Sep 18, 08:30-13:30 (R)",Xiaoxiao Du
EDUB 4012,A21 (15828),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Oct 30 - Nov 06, 08:30-13:30 (R)",Xiaoxiao Du
EDUB 4012,A22 (14989),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Sep 12 - Sep 19, 08:30-13:30 (F)",Melanie Janzen
EDUB 4012,A21 (15828),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Sep 09 - Sep 16, 08:30-12:20 (T)",Xiaoxiao Du
EDUB 4012,A21 (15828),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Oct 28 - Nov 04, 08:30-12:20 (T)",Xiaoxiao Du
EDUB 4012,A21 (15828),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Oct 07 - Oct 21, 08:30-12:20 (T)",Xiaoxiao Du
EDUB 4012,A22 (14989),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Sep 10 - Sep 17, 08:30-12:20 (W)",Melanie Janzen
EDUB 4012,A21 (15828),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Sep 29 - Sep 29, 08:30-12:20 (M)",Xiaoxiao Du
EDUB 4012,A21 (15828),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Sep 23 - Sep 23, 08:30-12:20 (T)",Xiaoxiao Du
EDUB 4012,A22 (14989),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Oct 20 - Oct 20, 08:30-13:30 (M)",Melanie Janzen
EDUB 4012,A22 (14989),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Sep 24 - Oct 22, 08:30-12:20 (W)",Melanie Janzen
EDUB 4012,A22 (14989),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Oct 31 - Nov 07, 08:30-13:30 (F)",Melanie Janzen
EDUB 4012,A22 (14989),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Oct 29 - Nov 05, 08:30-12:20 (W)",Melanie Janzen
EDUB 4012,A21 (15828),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Sep 25 - Oct 23, 08:30-13:30 (R)",Xiaoxiao Du
EDUB 4012,A22 (14989),Pedagogy in Multiple Literacies: Children as Meaning Makers (6),M,"Sep 26 - Oct 17, 08:30-13:30 (F)",Melanie Janzen
EDUB 4052,A23 (26285),Teaching Mathematics in Middle Years 2 (3),M,"Sep 09 - Nov 06, 08:30-10:20 (TR)",Sarah Melo
EDUB 4052,A23 (26285),Teaching Mathematics in Middle Years 2 (3),M,"Sep 29 - Sep 29, 08:30-10:20 (M)",Sarah Melo
EDUB 4102,T26 (26164),Teaching Strategies: Case Studies and Inquiry Based Learning (3),M,"Oct 20 - Oct 22, 13:30-15:20 (MW)",Aaron Price
EDUB 4102,T26 (26164),Teaching Strategies: Case Studies and Inquiry Based Learning (3),M,"Oct 29 - Nov 07, 13:30-15:20 (WF)",Aaron Price
EDUB 4102,T26 (26164),Teaching Strategies: Case Studies and Inquiry Based Learning (3),M,"Sep 10 - Oct 17, 13:30-15:20 (WF)",Aaron Price
EDUB 4102,T27 (26165),Teaching Strategies: Case Studies and Inquiry Based Learning (3),M,"Sep 10 - Oct 17, 10:30-12:20 (WF)",Mikeas Silva De Lima
EDUB 4102,T27 (26165),Teaching Strategies: Case Studies and Inquiry Based Learning (3),M,"Oct 20 - Oct 22, 10:30-12:20 (MW)",Mikeas Silva De Lima
EDUB 4102,T27 (26165),Teaching Strategies: Case Studies and Inquiry Based Learning (3),M,"Oct 29 - Nov 07, 10:30-12:20 (WF)",Mikeas Silva De Lima
EDUB 4102,T25 (26163),Teaching Strategies: Case Studies and Inquiry Based Learning (3),M,"Sep 29 - Sep 29, 10:30-12:20 (M)",Mikeas Silva De Lima
EDUB 4102,T25 (26163),Teaching Strategies: Case Studies and Inquiry Based Learning (3),M,"Sep 09 - Nov 06, 10:30-12:20 (TR)",Mikeas Silva De Lima
EDUB 4112,A33 (25377),Senior Years: Teaching Music (3),M,"Oct 29 - Nov 07, 08:30-10:20 (WF)",William Kristjanson
EDUB 4112,A33 (25377),Senior Years: Teaching Music (3),M,"Sep 10 - Oct 17, 08:30-10:20 (WF)",William Kristjanson
EDUB 4112,A33 (25377),Senior Years: Teaching Music (3),M,"Oct 20 - Oct 22, 08:30-10:20 (MW)",William Kristjanson
EDUB 4114,A33 (25374),Senior Years: Teaching Drama & Theatre (3),M,"Sep 29 - Sep 29, 08:30-10:20 (M)",Graham Lea
EDUB 4114,A33 (25374),Senior Years: Teaching Drama & Theatre (3),M,"Sep 09 - Nov 06, 08:30-10:20 (TR)",Graham Lea
EDUB 4122,A33 (25375),Senior Years: Teaching French (3),M,"Sep 09 - Nov 06, 08:30-10:20 (TR)",Sarah Ragoub
EDUB 4122,A33 (25375),Senior Years: Teaching French (3),M,"Sep 29 - Sep 29, 08:30-10:20 (M)",Sarah Ragoub
EDUB 4130,A33 (13292),Senior Years: Teaching Geography (3),M,"Oct 20 - Oct 22, 15:30-17:20 (MW)",Shawn Darby
EDUB 4130,A33 (13292),Senior Years: Teaching Geography (3),M,"Oct 29 - Nov 07, 15:30-17:20 (WF)",Shawn Darby
EDUB 4130,A33 (13292),Senior Years: Teaching Geography (3),M,"Sep 10 - Oct 17, 15:30-17:20 (WF)",Shawn Darby
EDUB 4140,A31 (26275),Senior Years: Teaching Biology (3),M,"Sep 09 - Nov 06, 13:30-15:20 (TR)",Lilian Leivas Pozzer
EDUB 4140,A34 (26251),Senior Years: Teaching Biology (3),M,"Sep 09 - Oct 17, 13:30-15:20 (WF)",Lilian Leivas Pozzer
EDUB 4140,A31 (26275),Senior Years: Teaching Biology (3),M,"Sep 29 - Sep 29, 13:30-15:20 (M)",Lilian Leivas Pozzer
EDUB 4140,A34 (26251),Senior Years: Teaching Biology (3),M,"Oct 29 - Nov 07, 13:30-15:20 (WF)",Lilian Leivas Pozzer
EDUB 4140,A34 (26251),Senior Years: Teaching Biology (3),M,"Oct 20 - Oct 22, 13:30-15:20 (MW)",Lilian Leivas Pozzer
EDUB 4148,A33 (25376),Senior Years: Teaching Human Ecology (3),M,"Sep 29 - Sep 29, 15:30-17:20 (M)",Lori Ward
EDUB 4148,A33 (25376),Senior Years: Teaching Human Ecology (3),M,"Sep 09 - Nov 06, 15:30-17:20 (TR)",Lori Ward
EDUB 4154,A33 (25378),Senior Years: Teaching Physics (3),M,"Oct 29 - Nov 07, 08:30-10:20 (WF)",Mikeas Silva De Lima
EDUB 4154,A33 (25378),Senior Years: Teaching Physics (3),M,"Sep 10 - Oct 17, 08:30-10:20 (WF)",Mikeas Silva De Lima
EDUB 4154,A33 (25378),Senior Years: Teaching Physics (3),M,"Oct 20 - Oct 22, 08:30-10:20 (MW)",Mikeas Silva De Lima
EDUB 4310,G36 (14395),Early Years Practicum 3 (3),M,"Sep 02 - Sep 05, 08:30-16:30 (TWRF)",Jocelyn Peters
EDUB 4310,G36 (14395),Early Years Practicum 3 (3),M,"Nov 03 - Nov 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4310,G36 (14395),Early Years Practicum 3 (3),M,"Oct 06 - Oct 06, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4310,G36 (14395),Early Years Practicum 3 (3),M,"Sep 08 - Sep 22, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4310,G36 (14395),Early Years Practicum 3 (3),M,"Oct 24 - Oct 27, 08:30-16:30 (MF)",Jocelyn Peters
EDUB 4310,G36 (14395),Early Years Practicum 3 (3),M,"Nov 17 - Dec 15, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 4310,G36 (14395),Early Years Practicum 3 (3),M,"Aug 29 - Aug 29, 08:30-16:30 (F)",Jocelyn Peters
EDUB 4320,G36 (14396),Middle Years: Practicum 3 (3),M,"Oct 06 - Oct 06, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4320,G36 (14396),Middle Years: Practicum 3 (3),M,"Sep 02 - Sep 05, 08:30-16:30 (TWRF)",Jocelyn Peters
EDUB 4320,G36 (14396),Middle Years: Practicum 3 (3),M,"Sep 08 - Sep 22, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4320,G36 (14396),Middle Years: Practicum 3 (3),M,"Nov 03 - Nov 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4320,G36 (14396),Middle Years: Practicum 3 (3),M,"Nov 17 - Dec 15, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 4320,G36 (14396),Middle Years: Practicum 3 (3),M,"Oct 24 - Oct 27, 08:30-16:30 (MF)",Jocelyn Peters
EDUB 4320,G36 (14396),Middle Years: Practicum 3 (3),M,"Aug 29 - Aug 29, 08:30-16:30 (F)",Jocelyn Peters
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Oct 24 - Oct 27, 08:30-16:30 (MF)",Jocelyn Peters
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Nov 03 - Nov 03, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Sep 08 - Sep 22, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Oct 06 - Oct 06, 08:30-16:30 (M)",Jocelyn Peters
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Aug 29 - Aug 29, 08:30-16:30 (F)",Jocelyn Peters
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Nov 17 - Dec 15, 08:30-16:30 (MTWRF)",Jocelyn Peters
EDUB 4330,G36 (14397),Senior Years: Practicum 3 (3),M,"Sep 02 - Sep 05, 08:30-16:30 (TWRF)",Jocelyn Peters
EDUB 5220,T15 (26183),Movement Pedagogies for Human and Planetary Health and Well-Being (3),M,"Sep 03 - Dec 08, 17:30-20:15 (W)",Kathryn Morog
EDUB 5220,T52 (26657),"Indigenous Education: Culture, Traditions, and Territorial Contexts (3)",OC,"Sep 03 - Dec 08, 18:00-21:00 (T)",Derek Courchene
EDUB 5220,T56 (26584),Designing and Developing Curriculum Resources for Indigenous Classrooms (3),OC,"Sep 10 - Nov 19, 17:00-20:20 (W)",Randi Desmarais
EDUB 5400,A01 (26170),Diagnostic and Remedial Techniques in Language Arts (Part A) (3),M,"Sep 03 - Dec 08, 17:30-20:15 (R)",Tracie McDonald
EDUB 7030,A01 (25024),The Arts in Education (3),M,"Sep 03 - Dec 08, 17:30-20:15 (R)",Graham Lea
EDUB 7060,G36 (26171),Seminar and Practicum in Clinical Diagnosis and Remediation (Part A) (3),M,"Sep 03 - Dec 08, 17:30-20:15 (M)",Tracie McDonald
EDUB 7142,T11 (26185),"Seminar in Digital and Multimodal Literacies: Research, Theory, and Practice (3)",M,"Sep 03 - Dec 08, 17:30-20:15 (T)",Amir Michalovich
EDUB 7550,A01 (25027),Curriculum: Historical Perspectives and Contemporary Implications (3),M,"Sep 03 - Dec 08, 17:30-20:15 (M)",Melanie Janzen
EDUB 7580,A01 (14530),"Social, Cultural, and Political Theories in Second Language Acquisition (3)",M,"Sep 03 - Dec 08, 17:30-20:15 (T)",Rawia Azzahrawi
EDUB 7910,A01 (26187),"Seminar in Indigenous (First Nations, Métis, Inuit) Education (3)",M,"Sep 03 - Dec 08, 17:30-20:15 (T)",Amy Farrell
EDUA 1570,D01 (24965),Foundations of Adult Education (3),DE,Sep 03 - Dec 08,David Kirby
EDUA 1790,G07 (25291),Introduction to Education: What Does it Mean to Teach? (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Amy Carpenter
EDUA 3000,A45 (12852),Canadian School Systems and Their Public Purposes (3),M,"Sep 10 - Oct 17, 10:30-12:20 (WF)",David Hauseman
EDUA 3000,A47 (26118),Canadian School Systems and Their Public Purposes (3),M,"Sep 29 - Sep 29, 13:30-15:20 (M)",Sandra Evans
EDUA 3000,A47 (26118),Canadian School Systems and Their Public Purposes (3),M,"Sep 09 - Nov 06, 13:30-15:20 (TR)",Sandra Evans
EDUA 3000,A46 (14411),Canadian School Systems and Their Public Purposes (3),M,"Sep 09 - Nov 06, 10:30-12:20 (TR)",David Hauseman
EDUA 3000,A46 (14411),Canadian School Systems and Their Public Purposes (3),M,"Sep 29 - Sep 29, 10:30-12:20 (M)",David Hauseman
EDUA 3000,A45 (12852),Canadian School Systems and Their Public Purposes (3),M,"Oct 20 - Oct 22, 10:30-12:20 (MW)",David Hauseman
EDUA 3000,A45 (12852),Canadian School Systems and Their Public Purposes (3),M,"Oct 29 - Nov 07, 10:30-12:20 (WF)",David Hauseman
EDUA 3002,A41 (26283),Contested Spaces in Education (3),M,"Sep 29 - Sep 29, 13:30-15:20 (M)",Xuyang Li
EDUA 3002,A41 (26283),Contested Spaces in Education (3),M,"Sep 09 - Nov 06, 13:30-15:20 (TR)",Xuyang Li
EDUA 3002,A42 (12855),Contested Spaces in Education (3),M,"Oct 20 - Oct 22, 13:30-15:20 (MW)",Xuyang Li
