COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
ECON 7300,T14 (65295),Topics in Environmental Health (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Soodeh Saberian Ranjbar
ECON 7430,A01 (55737),Advanced Theory of Resource Economics (3),M,Jan 06 - Apr 09,Chad Lawley
ECON 7540,A01 (65296),Advanced History of Economic Thought (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Fletcher Baragar
ECON 7640,A01 (63632),International Money and Finance (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",John Serieux
ECON 7660,A01 (55749),Advanced Macroeconomic Theory 2 (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Federico Guzman
ENGL 0930,A01 (51681),English Composition (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Jeremy Strong
ENGL 0930,A02 (50024),English Composition (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Jeremy Strong
ENGL 0930,A04 (51064),English Composition (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Natalie LoVetri
ENGL 0930,A07 (51065),English Composition (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Natalie LoVetri
ENGL 0930,D01 (50626),English Composition (3),DE,Jan 06 - Apr 09,Jenifer Mohammed
ENGL 0930,A03 (51062),English Composition (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Jeremy Strong
ENGL 0930,A05 (51061),English Composition (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Natalie LoVetri
ENGL 0930,A06 (51063),English Composition (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Shelley Mahoney
ENGL 1200,A03 (50051),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Pamela Perkins
ENGL 1200,A11 (52727),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Michelle Faubert
ENGL 1200,A09 (63203),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Dana Medoro
ENGL 1200,A04 (52512),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Hee-Jung Joo
ENGL 1200,A05 (52513),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",David Annandale
ENGL 1200,D01 (50627),Representative Literary Works (Part B) (3),DE,Jan 06 - Apr 09,Jenifer Mohammed
ENGL 1200,A06 (50054),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Jenifer Mohammed
ENGL 1200,A07 (50056),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Judith Owens
ENGL 1200,A01 (50052),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Glenn Clark
ENGL 1200,A08 (50053),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Mark Libin
ENGL 1340,A04 (63204),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Jenifer Mohammed
ENGL 1340,A06 (63206),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Jeremy Strong
ENGL 1340,A07 (63207),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Timothy Penner
ENGL 1340,A01 (50075),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Lindsay Diehl
ENGL 1340,A02 (59633),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",James Horton
ENGL 1340,A03 (62854),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Jenifer Mohammed
ENGL 1340,A05 (63205),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Jeffrey Sapiro
ENGL 1400,A05 (52779),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Jeffrey Sapiro
ENGL 1400,A04 (52521),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",James Horton
ENGL 1400,A07 (52781),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Jeffrey Sapiro
ENGL 1400,A03 (52520),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Jenifer Mohammed
ENGL 1400,A06 (61229),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Jeffrey Sapiro
ENGL 1400,A08 (65709),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Shelley Mahoney
ENGL 1400,A01 (52518),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Jamie Paris
ENGL 1400,A02 (52519),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 14:30-15:20 (MWF)",Jamie Paris
ENGL 2070,A01 (65710),Literature of the Sixteenth Century (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Judith Owens
ENGL 2170,A01 (65712),American Literature to 1900 (Part B) (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Dana Medoro
ENGL 2180,A01 (65713),American Literature since 1900 (Part B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Hee-Jung Joo
ENGL 2270,A01 (65714),Canadian Literature (Part B) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Lindsay Diehl
ENGL 2280,A01 (65715),Film and Literature (Part B) (3),M,"Jan 06 - Apr 09, 13:30-15:55 (W)",George Toles
ENGL 2280,A01 (65715),Film and Literature (Part B) (3),M,"Jan 06 - Apr 09, 13:30-15:20 (M)",George Toles
ENGL 2760,A01 (65717),Introductory Creative Writing (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Alison Calder
ENGL 2810,T04 (66097),Victorian Animals (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Steve Asselin
ENGL 2820,T04 (65718),British Drama 1930 to the Present (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Margaret Groome
ENGL 2900,T11 (65719),Canadian Memoir (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Warren Cariou
ENGL 2960,A01 (65974),Drama 1 (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",William Kerr
ENGL 3130,T01 (65720),"The Romantic Family: Godwin, Wollstonecraft, and The Shelleys (3)",M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Michelle Faubert
ENGL 3630,T04 (65832),Video Games and Theory (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",David Annandale
ENGL 3810,T02 (65721),Robert Louis Stevenson and Fictions of Place (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Pamela Perkins
ENGL 3810,T04 (65835),King Arthur and the Matter of Britain (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",David Watt
ENGL 3810,T03 (65833),Shakespeare and BIPOC Adaptation (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Jamie Paris
ENGL 3820,T03 (65722),Global Murder: World Crime Writing (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Lucas Tromly
ENGL 4630,T53 (65724),"Shakespeare, Religion, and Popular Culture (3)",M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Glenn Clark
ENGL 4630,T54 (65725),The Family in Capitalism (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Mark Libin
ENGL 4630,T52 (65723),Words and Pictures: Victorian Book Histories (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Vanessa Warne
ENGL 7840,T05 (65726),The Family in Capitalism (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Mark Libin
ENGL 7920,T06 (65975),"Shakespeare, Religion, and Popular Culture (3)",M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Glenn Clark
ENGL 7980,T07 (65728),Words and Pictures: Victorian Book Histories (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Vanessa Warne
FILM 1290,A01 (52096),The Art of the Film 1 (3),M,"Jan 06 - Apr 09, 13:00-14:50 (T)",Scott Crompton
FILM 1290,A01 (52096),The Art of the Film 1 (3),M,"Jan 06 - Apr 09, 13:00-15:25 (R)",Scott Crompton
FILM 1290,A02 (59651),The Art of the Film 1 (3),M,"Jan 06 - Apr 09, 09:30-11:20 (W)",George Toles
FILM 1290,A02 (59651),The Art of the Film 1 (3),M,"Jan 06 - Apr 09, 09:30-11:55 (M)",George Toles
FILM 1310,A01 (51708),Film History (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",David Annandale
FILM 1310,A02 (62004),Film History (3),M,"Jan 06 - Apr 09, 10:00-12:25 (T)",Scott Crompton
FILM 1310,A02 (62004),Film History (3),M,"Jan 06 - Apr 09, 10:00-11:50 (R)",Scott Crompton
FILM 2250,T01 (65820),Film and The City (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Brenda Austin-Smith
FILM 2280,A01 (65716),Film and Literature (Part B) (3),M,"Jan 06 - Apr 09, 13:30-15:20 (M)",George Toles
FILM 2280,A01 (65716),Film and Literature (Part B) (3),M,"Jan 06 - Apr 09, 13:30-15:55 (W)",George Toles
FILM 3250,T32 (65730),The Cult Film (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Brenda Austin-Smith
FILM 3250,T20 (65729),Video Games and Theory (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",David Annandale
FILM 3660,T02 (65731),Intermediate Filmmaking (3),M,"Jan 06 - Apr 09, 18:00-20:45 (W)",Shereen Jerrett
THTR 1220,A03 (50932),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (W)",Thomas Soares
THTR 1220,A01 (62016),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 13:00-14:50 (T)",William Kerr
THTR 1220,A03 (50932),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (M)",Thomas Soares
THTR 1220,A02 (50931),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (R)",Thomas Soares
THTR 1220,A01 (62016),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 13:00-14:50 (R)",William Kerr
THTR 1220,A02 (50931),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (T)",Thomas Soares
THTR 2150,A01 (50658),Theatrical Techniques: Onstage (Part B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Katrina Dunn
THTR 2160,A01 (50659),Theatrical Techniques: Backstage (Part B) (3),M,"Jan 06 - Apr 09, 18:00-20:45 (M)",Karen Schellenberg
THTR 2470,A01 (65732),Fundamentals of Dramatic Analysis (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",William Kerr
THTR 2600,T03 (65733),British Drama 1930 To The Present (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Margaret Groome
THTR 3000,B01 (64235),Mad Forest (0),M,"Jan 06 - Apr 09, 13:30-15:20 (WF)",TBA
THTR 3000,B02 (64236),Mad Forest (0),M,"Jan 06 - Apr 09, 17:00-21:00 (TWR)",TBA
THTR 3000,T04 (65734),Mad Forest (3),M,"Jan 06 - Apr 09, 13:30-16:30 (M)",Jacqueline Loewen
THTR 3610,T21 (65735),Shakespeare and BIPOC Adaptation (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Jamie Paris
FREN 1154,B04 (54759),Introductory French 2 (0),M,"Jan 06 - Apr 09, 13:30-14:20 (F)",Martina Caceres
FREN 1154,B03 (52507),Introductory French 2 (0),M,"Jan 06 - Apr 09, 11:30-12:20 (W)",Zachary Bahr
FREN 1154,B02 (52506),Introductory French 2 (0),M,"Jan 06 - Apr 09, 11:30-12:20 (T)",Emma Allan
FREN 1154,B01 (52508),Introductory French 2 (0),M,"Jan 06 - Apr 09, 11:30-12:20 (M)",Martina Caceres
FREN 1154,A04 (52504),Introductory French 2 (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Melanie Cure
FREN 1154,A03 (52505),Introductory French 2 (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Krysteena Gadzala
FREN 1154,A02 (52503),Introductory French 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Andrew Osborne
FREN 1154,A01 (54757),Introductory French 2 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Krysteena Gadzala
FREN 1194,A01 (64493),Français pour bilingues et francophones 2 (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Dominique Laporte
FREN 1204,A02 (64496),Intermediate French 2 (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Andrew Osborne
FREN 1204,A01 (64495),Intermediate French 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Etienne-Marie Lassi
FREN 1252,A01 (63157),Français oral 1 (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Krysteena Gadzala
FREN 2630,T02 (65410),Le Paris littéraire et culturel après la Révolution (B) (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Dominique Laporte
FREN 3020,A01 (54763),Révision intensive de la grammaire française (A) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Andrew Osborne
FREN 3770,A01 (65821),Lire la bande dessinée (B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Irene Chassaing
FREN 4610,T16 (65411),Lire la bande dessinée (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Irene Chassaing
FREN 7580,T12 (65412),Lire la bande dessinée (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Irene Chassaing
FSIE 2600,A01 (65819),Explorations of Hispanic Pop Culture (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Caterina Reitano
ITLN 1080,B01 (56019),Introductory Italian (Part B) (0),M,"Jan 06 - Apr 09, 10:30-11:20 (M)",Veronica Vecchione
ITLN 1080,A01 (52510),Introductory Italian (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Paolo Matteucci
ITLN 1080,A02 (56018),Introductory Italian (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Paolo Matteucci
ITLN 1080,B02 (56008),Introductory Italian (Part B) (0),M,"Jan 06 - Apr 09, 10:00-10:50 (R)",Veronica Vecchione
SPAN 1182,B01 (65414),Introductory Spanish 1 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (T)",TBA
SPAN 1182,A01 (65413),Introductory Spanish 1 (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Caterina Reitano
SPAN 1184,B01 (64511),Introductory Spanish 2 (0),M,"Jan 06 - Apr 09, 09:30-10:20 (W)",Eric Felico Perez
SPAN 1184,A01 (64508),Introductory Spanish 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Caterina Reitano
SPAN 1272,A02 (54837),Intermediate Spanish Grammar and Conversation 2 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Enrique Fernandez
SPAN 1272,B02 (60884),Intermediate Spanish Grammar and Conversation 2 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (W)",Eric Felico Perez
SPAN 1280,A01 (64514),Spanish for Native Speakers (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Enrique Fernandez
SPAN 3340,A01 (65415),Spanish Syntax and Grammar (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Maria Rodrigo Tamarit
GRMN 1122,B01 (63103),Introductory German 1 (A) (0),M,"Jan 06 - Apr 09, 14:30-15:20 (M)",TBA
GRMN 1122,A01 (63102),Introductory German 1 (A) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Karin James
GRMN 1124,A01 (63104),Introductory German 2 (A) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Karin James
GRMN 1124,B02 (63108),Introductory German 2 (A) (0),M,"Jan 06 - Apr 09, 11:30-12:20 (T)",TBA
GRMN 1124,B04 (63110),Introductory German 2 (A) (0),M,"Jan 06 - Apr 09, 10:30-11:20 (W)",TBA
GRMN 1124,B01 (63107),Introductory German 2 (A) (0),M,"Jan 06 - Apr 09, 13:30-14:20 (M)",TBA
GRMN 1124,A02 (63105),Introductory German 2 (A) (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Rosemarie Finlay
GRMN 2104,A02 (65126),Intermediate German 2 (A) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Lars Richter
GRMN 2120,A01 (65356),Introduction to German Culture from 1918 to the Present (C) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Lars Richter
GRMN 2530,A01 (65357),My Friend the Tree: Environment and Ecology in German Culture in English Translation (C) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Lars Richter
GRMN 3204,A01 (63113),Advanced German 2 (A) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Karin James
GRMN 3234,T03 (65358),Reviewing German Grammar Part 2 (A) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Rosemarie Finlay
GRMN 3510,T06 (65359),"Museums and Public Memory: Education, Transformation, Peace-Building (C) (3)",M,"Jan 06 - Apr 09, 13:00-15:45 (R)",Stephan Jaeger
GRMN 4570,A01 (65360),"Honours Thesis in German Studies (B,C) (3)",M,Jan 06 - Apr 09,Stephan Jaeger
GRMN 4670,T08 (65361),"Museums and Public Memory: Education, Transformation, Peace-Building (C) (3)",M,"Jan 06 - Apr 09, 13:00-15:45 (R)",Stephan Jaeger
GRMN 6000,A01 (65362),Reading Language Test (0),M,Jan 06 - Apr 09,Karin James
GRMN 7360,T08 (65363),"Museums and Public Memory: Education, Transformation, Peace-Building (3)",M,"Jan 06 - Apr 09, 13:00-15:45 (R)",Stephan Jaeger
HUNG 1000,B01 (66114),Introduction to Hungarian 1 (0),M,"Jan 06 - Apr 09, 19:00-19:50 (M)",TBA
HUNG 1000,A01 (66113),Introduction to Hungarian 1 (3),M,"Jan 06 - Apr 09, 17:30-18:45 (MR)",TBA
HUNG 1002,A01 (65364),Introduction to Hungarian 2 (3),M,"Jan 06 - Apr 09, 17:30-18:45 (MR)",TBA
HUNG 1002,B01 (65365),Introduction to Hungarian 2 (0),M,"Jan 06 - Apr 09, 19:00-19:50 (M)",TBA
POL 1892,A01 (65366),Introductory Polish 1 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Magdalena Blackmore
POL 1892,B01 (65367),Introductory Polish 1 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (W)",TBA
POL 1894,B01 (63121),Introductory Polish 2 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (F)",TBA
POL 1894,A01 (63120),Introductory Polish 2 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Magdalena Blackmore
POL 2660,T07 (65368),Polish Culture Until 1918 (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Magdalena Blackmore
RUSN 1302,D01 (65369),Introductory Russian 1 (3),DE,Jan 06 - Apr 09,Elena Baraban
RUSN 1304,B01 (63125),Introductory Russian 2 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",TBA
RUSN 1304,B02 (65370),Introductory Russian 2 (0),M,"Jan 06 - Apr 09, 09:00-09:50 (R)",TBA
RUSN 1304,A01 (63124),Introductory Russian 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Elena Baraban
RUSN 2814,A01 (63127),Intermediate Russian 2 (3),M,Jan 06 - Apr 09,Elena Baraban
RUSN 3630,A01 (65371),"Russian Politics, Government, and Society (3)",M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Oksana Dudko
RUSN 3770,A01 (65372),Tolstoy (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Elena Baraban
RUSN 4620,T01 (66217),Tolstoy (3),M,Jan 06 - Apr 09,Elena Baraban
SLAV 7400,T06 (66218),Tolstoy (3),M,Jan 06 - Apr 09,Elena Baraban
UKRN 1312,B01 (65374),Introductory Ukrainian 1 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (M)",TBA
UKRN 1312,A01 (65373),Introductory Ukrainian 1 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Iryna Konstantiuk
UKRN 2600,T02 (65385),Chernobyl: Narratives and Environment (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Iryna Konstantiuk
UKRN 2724,A01 (63133),Intermediate Ukrainian 2 (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Iryna Konstantiuk
GPE 3700,A01 (55945),A Survey of Global Political Economy (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Jonathan Jenner
GPE 4510,A01 (65430),Global Political Economy Field Placement Seminar (Part B) (1.5),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",
GPE 4520,A01 (65431),Global Political Economy Field Placement (Part B) (3),M,Jan 06 - Apr 09,
GPE 4700,A01 (50674),Studies in Global Political Economy (Part B) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (F)",Niall Harney
HIST 1200,D01 (52697),An Introduction to the History of Western Civilization (G) (Part B) (3),DE,Jan 06 - Apr 09,Marc-Andre Gagnon
HIST 1270,A01 (64558),New Directions in History: Inquiries into the Power Relations of the Modern World (G) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Esyllt Jones
HIST 1350,A01 (55805),An Introduction to the History of Western Civilization to 1500 (G) (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Dale Barbour
HIST 1360,A03 (65329),An Introduction to the History of Western Civilization from 1500 (G) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Dale Barbour
HIST 1360,A04 (65330),An Introduction to the History of Western Civilization from 1500 (G) (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Robert Penner
HIST 1360,A02 (64365),An Introduction to the History of Western Civilization from 1500 (G) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Lloyd Penner
HIST 1360,A01 (52739),An Introduction to the History of Western Civilization from 1500 (G) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Lloyd Penner
HIST 1370,A01 (52103),Modern World History: 1500-1800 (M) (3),M,"Jan 06 - Apr 09, 14:30-15:20 (MWF)",Dale Barbour
HIST 1370,A02 (65331),Modern World History: 1500-1800 (M) (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Naomi Calnitsky
HIST 1380,A02 (52850),Modern World History: 1800-Present (M) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Dale Barbour
HIST 1400,A01 (52968),History of the Canadian Nation since 1867 (C) (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",George Buri
HIST 1400,A02 (64366),History of the Canadian Nation since 1867 (C) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Lloyd Penner
HIST 1430,A01 (50104),Asian Civilizations from 1500 (B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Jeong Kim
HIST 2010,A01 (58738),Indigenous History in Canada (C) (Part B) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",
HIST 2010,A02 (65332),Indigenous History in Canada (C) (Part B) (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Jarvis Brownlie
HIST 2110,T07 (65333),Britain in World War II (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Allison Abra
HIST 2110,T04 (65347),From Tea to Spam: Commodities and Imperialism in Asia (G) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Jeong Kim
HIST 2110,T08 (65346),Public History and Commemoration in Canada since 1900 (G) (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Gregory Bak
HIST 2150,A01 (64371),Independent Latin America (A) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Naomi Calnitsky
HIST 2230,A01 (62266),History of the United States from 1607 (A) (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",George Buri
HIST 2240,A01 (64996),History of Antisemitism and the Holocaust (E) (Part B) (3),M,"Jan 06 - Apr 09, 18:00-20:45 (T)",Jody Perrun
HIST 2360,A01 (62268),Europe 1870 to the Present (E) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Robert Penner
HIST 2400,A01 (65705),History of Human Rights and Social Justice in the Modern World (M) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Naomi Calnitsky
HIST 2420,A01 (50107),The Medieval World (D) (Part B) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Robert Penner
HIST 2500,A01 (63413),History of Africa (R) (Part B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Joyce Chadya
HIST 2610,A01 (63416),Making of Modern Ukraine (E) (3),M,"Jan 06 - Apr 09, 14:30-15:20 (MWF)",Nataliya Venger
HIST 2680,A01 (65335),A History of Socialism from the French Revolution to the Present (M) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",George Buri
HIST 2732,A01 (63427),"Modern World History, 1945-1992: The Age of Three Worlds (M) (3)",M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Mark Gabbert
HIST 3214,A01 (65337),Canada's Left: Rebellion and Repression (C) (3),M,"Jan 06 - Apr 09, 18:00-20:45 (M)",Julie Guard
HIST 3580,T01 (65338),1968 (M) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",George Buri
HIST 3910,D01 (59673),The Ukrainians in Canada (C) (3),DE,Jan 06 - Apr 09,Milana Nikolko
HIST 3990,T08 (65339),Reagan's America and Thatcher's Britain (G) (Part B) (3),M,"Jan 06 - Apr 09, 08:30-11:15 (R)",Christopher Frank
HIST 4000,T28 (66067),"History on a Plate: Food, Power, and Empire (G) (3)",M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Jennifer Dueck
HIST 4000,T49 (65342),Red River Indigenous Histories (G) (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",
HIST 4000,T51 (65341),Health and Society Research Seminar (G) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Esyllt Jones
HIST 4000,T01 (66177),Urban Apartheid in South Africa (G) (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Joyce Chadya
HIST 4400,A01 (65344),Historical Method and Historiography (G) (Part B) (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Benjamin Baader
HIST 7110,A01 (61030),Advanced Historical Methodologies (Part B) (3),OC,"Jan 06 - Apr 09, 11:30-14:15 (R)",David Churchill
HIST 7372,A01 (65348),History of Archiving and Archival Records (Part B) (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",Gregory Bak
HIST 7772,T01 (66178),Urban Apartheid in South Africa (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Joyce Chadya
HIST 7772,T46 (65350),Health and Society Research Seminar (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Esyllt Jones
HIST 7772,T27 (66068),"History on a Plate: Food, Power, and Empire (3)",M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Jennifer Dueck
